draft_types
['Серебрянка']
['Генеральские Дачи']
"['СНТ ""Изумрудный луг""']"
['днт Подснежник']
['Рублёвская снт']
['Чайка №5 ст']
['д\\о Колягинские холмы']
"['СНТ ""Березки""']"
"['СНТ ""Ясная поляна""']"
"['ДНТ ""Золотые ключи""']"
['Каштан снт']
['Озеро Бездонное снт']
['ст Шафран']
['снт Орбита-2']
['Волжские Зори ст']
['Заканальные пески ст']
['Заканальные Пески ст']
['Приканальное ст']
['Хвойный снт']
['Цемент снт']
['им. Столыпина снт']
['Колос-Сад снт']
['Здоровье-81 снт']
['Оптик-Узборье снт']
['снт Раздольное']
['снт Криптон']
['Олимпия']
['СОТ Автодорожник']
['с/о Лазурное']
"['ст ""Прогресс""']"
['ст  Прогресс']
['Сад №1 снт']
['Сад-1 снт']
['Судостроитель-3 снт']
['с/о БТИ']
['с/о Промжилстрой']
['квартал В-15']
['кп Чистые пруды']
['с/о Энергия']
['Краснопахорское поселение']
"['ПСО №3 ""Красноярец""']"
['Солнечный сдт']
['ск Мирный Атом']
['Летний сад снт']
['Багратионовка урочище']
['СОТ Кооператор']
"['СНТ №3 ""Красноярец""']"
['тсн Зелёная поляна']
['снт Бехтеево']
"['СНТ ""Берёзка""']"
"['ДНТ ""Солнечное""']"
['снт Хорошово']
['снт Фильм']
['Бытовик дп']
['Механизатор дп']
['Заливные луга']
['снт Гидротехник']
['дп Радоград']
['снт Алгеос']
['снт Алгоритм']
['снт Эскулап']
['снт Подорожка']
['снт Пограничник']
['снт Трансстроевец']
"['ДПК ""Гринбург""']"
"['снт ""Тайга""']"
['Агролес-2 снп']
['Мирный атом ск']
"['снт ""Долина""']"
['снт Клондайк']
['онт Горняк']
['с/т']
['Петрокрепость снт']
['Восход-4 снт']
['с/т Кооператор']
['Восход-2 снт']
['Фестивальное-Радужный ст']
['снт Кооператор - Елизовское райпо']
['днт Заречная']
['снт Ладога']
['дк им. 40-летия Октября']
['снт Лес']
['дск Сосновка']
['снт Электронмаш']
['сот Урожай']
"['снт ""Мутновский 2-ой""']"
"['снт ""Крутой ручей""']"
['снт Якорь']
['ст 40 лет Октября']
['Золотилово снт']
['МВТ-Внешторговец снт']
['Золотилов-2 снт']
['снт Малое Кропотово']
['снт Коробейники']
['снт Залесье']
['Хорошовское сп']
['Колычевский а/о']
['Металлург-1 ст']
['снт Невские Зори']
['снт Фауна']
['Лесная привилегия днп']
['Лесная привилегия снт']
['Лисьи Борки снт']
['Лобановский а/о']
['КП Аннинская слобода']
['Чёрная Речка']
['Удачный кп']
"['Строитель снт, Массив 2']"
"['Строитель снт, Массив снт']"
['мах. Мойарик']
['мах. Юкори Бешкургон']
['ПКСТ Береке']
"['Строитель снт, Массив 1']"
"['Строитель снт, Массив 3']"
"['Строитель снт, Массив 3 ']"
['им. Луначарского снт']
['снт Московский садовод']
['снт Иволга']
['Есенино кп']
['СОТ Дыгын']
['СТ Заря']
['СОТ Гранит']
['снт Рассвет-2']
['Рассвет-2']
['пос. Кстово']
['снт Земляника']
['СОТ Север']
['СК Меркурий']
['днт Изыскатель ']
['Северная часть производственной зоны Горелово']
['днп Григорово']
['КГ Орышки']
['днп Бережок']
['Яблонька сдт']
['снт Росбакалея']
['территория 8215']
['Киевский переулок']
['Шинник снт']
['Нефтехимик с/о']
['Нефтеснабовец с/о']
['Гидростроитель ст']
['Травкино кп']
"['СНТ ""Солнечное-12""']"
"['С/О ""Ясная поляна""']"
"['СНТ ""Аграрник""']"
"['ДНТ ""Теремок""']"
['Красная поляна днп']
['ст Ключ']
['Милано днт']
['снт Знамя']
['Новые Ольшаники кп']
['с/о Енисей']
['с/т прогресс']
['Цветочное днп']
['снт Дубок']
['снт Нечаевка']
['снт Фрунзенец']
['ст Бетон']
['ст Персиановское']
['снт Антей']
['снт Левый Берег']
['ст Дубок']
['ст Удачное']
['снт Виноградная лоза']
['ст Малинка']
"['ст ""Сигнал""']"
['ст Донские Зори']
['Нижнекамскнефтехим снт']
['Большой Лог хутор']
['Ирпень ст']
['д. Якунники']
['дпк Свердловец']
"['СТ ""Лесник""']"
"['ДНТ ""Ермолаевка""']"
['снт Горбуша']
['Выборгский район']
['Тосненский район']
['массив № 1']
['Матюшино']
['Аксайский район']
['Аксай']
['Азов']
['Кульсеитово']
['Усады']
['КГУ']
['Красный Яр']
['Лесные Моркваши']
['Радиоприбор']
['Кварт']
['Новое Шигалеево']
['Уралочка снт']
['ГСК №9']
['днп Журавли']
['ст Волна']
[' Солнечный посёлок днп']
['Солнечный посёлок днп']
['снт Крит']
['снт Уварово']
['Назаровское сп']
['Спектр снт']
['снт Волжская Заводь']
['60 лет Бурятии стн']
['60 лет Бурятии снт']
['Озёрный ск']
['гк №3']
['снт Новые сады']
['Залив снт']
['Горы днп']
['снт Химик-3']
"['СНТ ""Осинка""']"
"['ДНТ ""Серебряный ключ""']"
['гск Градский']
['Деревенька дпк']
['снт Ново-Марусино']
['аднп Тихий Луг']
['снт Сад №8 Сопка']
['снт Электроугли']
['Станкостроитель-4 ст']
['Виктория нст']
['Теремок снт']
['ст Виноград']
['снт Сайзырал']
['снт №9 Автомобилист']
['Эксперимент с/о']
['снт №8 Саяны']
['Автомобилист нтсо']
['берег реки Белая']
['Мирный снт']
['снт Звёздный-2']
['ст-1']
['снт №12']
['снт Родничок-2']
['снт Гарант']
['Деулино днп']
['Семь Я с/о']
"['СНТ ""Дорожник""']"
"['днт ""Березняки""']"
['Солевой ст']
['ст Солевой']
['Солевик ст']
['Капицы снтсн']
['снт Тимирязевское']
['Угорское сп']
['снт Кузнец 2']
['снт Энергосад 2']
"['СНТ ""Барс""']"
['им. Мичурина снт']
[' им. Мичурина снт']
"['Зеленый бор снт, Поле 2а']"
['Зеленый бор снт']
"['Зеленый бор снт, Поле 1']"
"['Зеленый бор снт, Поле 2']"
"['Зеленый бор, Поле 3']"
['Долина-2 снт']
['снт Строитель - 1']
['Флора снт']
['сдт Светлана']
"['Заря снт, Остров']"
